,attachments,bot_id,comment,display_as_bot,edited,file,inviter,is_intro,is_multiteam,is_thread_broadcast,item,item_type,last_read,name,new_broadcast,old_name,parent_user_id,pinned_to,plain_text,purpose,reactions,replies,reply_count,root,slog_is_mpdm,slog_is_self_dm,slog_is_shared,slog_is_slackbot_dm,subscribed,subtype,text,thread_ts,timestamp,ts,type,unread_count,upload,upload_reply_to,user,username
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!channel> I know you're going to want to blow off some steam after those capstones next week, so I'm excited to announce Karaoke Night at Galvanize! Get those singing voices ready for this student event next Friday. I hope to see you there! <https://www.eventbrite.com/e/karaoke-at-galvanize-tickets-33284060521#tickets>",,,"Wednesday, 29 March 2017",message,,,,U3F1AHRHT,
296,,,,,,,,,,,,,,,,,,,,,"[{u'count': 6, u'name': u'baby', u'users': [u'U1UC9NH9Q', u'U1YEKSK45', u'U3GD4QSGG', u'U3K6F21UG', u'U3F1AHRHT', u'U365TCNH3']}, {u'count': 1, u'name': u'panda_face', u'users': [u'U3QFYFMB8']}]",,,,,,,,,,Thank you guys!! We are doing great!Can't wait to go back to Galvanize :) ,,,"Wednesday, 29 March 2017",message,,,,U3NEANFLZ,
297,,,,,,,,,,,,,,,,,U3F1AHRHT,,,,,,,,,,,,,,"Congrats, Koyuki! So happy for you!:grinning:",1490756897,,"Wednesday, 29 March 2017",message,,,,U3GD4QSGG,
298,,,,,,,,,,,,,,,,,U3F1AHRHT,,,,,,,,,,,,,,Congrats to the new Mom!!!,1490756897,,"Wednesday, 29 March 2017",message,,,,U3H8AKK5K,
299,,,,,,,,,,,,,,,,,U3F1AHRHT,,,,,,,,,,,,,,"<@U3F1AHRHT> no, 6pm",1490756613,,"Wednesday, 29 March 2017",message,,,,U3GEBV00H,
300,,,,,,,,,,,,,,,,,U3F1AHRHT,,,,,,,,,,,,,,That's amazing!! Yay! Congrats <@U3NEANFLZ> ,1490756897,,"Wednesday, 29 March 2017",message,,,,U3GEBV00H,
301,,,,,,,,,,,,,,,,,U3F1AHRHT,,,,,,,,,,,,,,"Oh wow, life just changed for Koyuki.  Congrats! :sleeping:",1490756897,,"Wednesday, 29 March 2017",message,,,,U3HML0DHN,
302,,,,,,,,,,,,,,,,,U3F1AHRHT,,,,,,,,,,,,,,Exciting news!! Congrats Koyuki! :smile:,1490756897,,"Wednesday, 29 March 2017",message,,,,U3NUVB29W,
303,,,,,,,,,,,,,,,,,,,,,"[{u'count': 7, u'name': u'relaxed', u'users': [u'U365TCNH3', u'U3NUVB29W', u'U3KA2HGDD', u'U3P1FCSTT', u'U3GPHKJR1', u'U3GD4QSGG', u'U3NEANFLZ']}, {u'count': 7, u'name': u'slightly_smiling_face', u'users': [u'U3QFYFMB8', u'U3GPHKJR1', u'U3NCECYLR', u'U3K6F21UG', u'U3GD4QSGG', u'U3H8AKK5K', u'U3KBWD3CY']}, {u'count': 4, u'name': u'heart_eyes', u'users': [u'U3H4FK351', u'U3GPHKJR1', u'U3GD4QSGG', u'U3H8AKK5K']}, {u'count': 10, u'name': u'baby_bottle', u'users': [u'U1UC9NH9Q', u'U3GPHKJR1', u'U3GEBV00H', u'U3QBGLLB1', u'U3K6F21UG', u'U3GD4QSGG', u'U3H8AKK5K', u'U3NGA49SR', u'U1YEKSK45', u'U28SL7CLR']}, {u'count': 3, u'name': u'congratulations', u'users': [u'U3GD4QSGG', u'U3H8AKK5K', u'U3NEANFLZ']}]","[{u'user': u'U3NUVB29W', u'ts': u'1490757223.841689'}, {u'user': u'U3HML0DHN', u'ts': u'1490758630.033515'}, {u'user': u'U3GEBV00H', u'ts': u'1490760177.235605'}, {u'user': u'U3H8AKK5K', u'ts': u'1490767189.103739'}, {u'user': u'U3GD4QSGG', u'ts': u'1490767228.110894'}]",5,,,,,,0,,<!channel> congratulations go to new momma Koyuki! Baby Kai was welcomed into the world today- both he and mom are doing great. :baby::skin-tone-2:,1490756897,,"Wednesday, 29 March 2017",message,5,,,U3F1AHRHT,
304,,,,,"{u'user': u'U3F1AHRHT', u'ts': u'1490756626.000000'}",,,,,,,,,,,,,,,,,"[{u'user': u'U3GEBV00H', u'ts': u'1490760207.239668'}]",1,,,,,,0,,<@U3GEBV00H> oh no! Are they getting in earlier in the day?,1490756613,,"Wednesday, 29 March 2017",message,1,,,U3F1AHRHT,
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darn, can't make it. I saw on the calendar that it was on Tuesday so I booked my husband and child to fly in on the Friday. :break_it_down_penguin:",,,"Tuesday, 28 March 2017",message,,,,U3GEBV00H,
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woohoo! <@U3F1AHRHT> Thank you for the details and thoughtfully considering the date of the graduation ceremony! Canâ€™t wait! :slightly_smiling_face:,,,"Tuesday, 28 March 2017",message,,,,U365TCNH3,
307,"[{u'image_bytes': 339632, u'title': u'Galvanize: Graduation for Data Science Immersive Cohort g35 April 2017', u'fields': [{u'short': True, u'value': u'44 Tehama St, San Francisco, CA 94105', u'title': u'Where'}, {u'short': True, u'value': u'Fri, Apr 14, 2017 at 6:30 PM', u'title': u'When'}], u'image_width': 500, u'title_link': u'https://g35dsgraduation.eventbrite.com', u'image_height': 250, u'image_url': u'https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F29576923%2F143576228267%2F1%2Foriginal.jpg?w=1000&rect=61%2C0%2C800%2C400&s=005cf4c3ae3feb0ca61ffd20b6410bec', u'service_name': u'Eventbrite', u'from_url': u'https://g35dsgraduation.eventbrite.com', u'fallback': u'Eventbrite: Galvanize: Graduation for Data Science Immersive Cohort g35 April 2017', u'service_icon': u'https://cdn.evbstatic.com/s3-build/perm_001/1aab42/django/images/touch_icons/apple-touch-icon-57x57.png', u'text': u'Data Science Immersive Cohort g35Â Graduation PartyÂ  Come celebrate the latest Galvanize Data Science graduates of Cohort g35! Join us as we celebrate the hard work and accomplishments of our recent graduates. Come eat, drink, and mingle with our graduates, alumni, staff, mentors and the Galvanize community.Â  Food and drinks will be provided. RSVP so we have enough for everyone! 6:30-9:00pm', u'id': 1}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!channel> Graduation is coming up soon, and you want to know the what, where, and when! 
Your graduation ceremony will be taking place on Friday April 14, at 6:30pm. This is a direct result of your feedback around travel needs for those of you leaving the country, so thanks for giving us the opportunity to hear you and respond! 
Your official graduation date and last day of class will be on *Tuesday, April 18*. This is due to the extra two days of case study being added to the end of the program in order to accommodate the days missed during the evacuation. These days are considered class days, and attendance is expected per our attendance expectations. As with any class, if you need to miss a date or arrive later in usual, please communicate this to your instructor ahead of time and plan to make up the work (and demonstrate that this work has been completed) in order to excuse the absence. 
Please invite your family and friends to graduation using this link: <https://g35dsgraduation.eventbrite.com>. You've worked incredibly hard these past few months, and we're all excited to celebrate with you.",,,"Tuesday, 28 March 2017",message,,,,U3F1AHRHT,
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!channel> update: <@U1YQPH4JK> and the friendly product team set up a public channel, <#C4PL42UC8|learn> , where any user, student or instructor, can post issues/bugs/enhancement requests etc related to Learn. Go forth!",,,"Monday, 27 March 2017",message,,,,U3F1AHRHT,
309,"[{u'image_bytes': 204085, u'title': u'I Built A Bot To Apply To Thousands Of Jobs At Onceâ€“Hereâ€™s What I Learned | Fast Company', u'service_name': u'Fast Company', u'ts': 1490270400, u'title_link': u'https://www.fastcompany.com/3069166/i-built-a-bot-to-apply-to-thousands-of-jobs-at-once-heres-what-i-learned', u'image_height': 250, u'image_url': u'https://assets.fastcompany.com/image/upload/w_1280,f_auto,q_60,fl_lossy/fc/3069166-poster-p-1-i-built-a-bot-to-apply-to-thousands-of-jobs-at-once-heres-what-i-learned.jpg', u'image_width': 444, u'text': u'As this job seekerâ€™s â€œfaith in the front-facing application process eroded into near oblivion,â€ a lower-tech strategy took its place.', u'from_url': u'https://www.fastcompany.com/3069166/i-built-a-bot-to-apply-to-thousands-of-jobs-at-once-heres-what-i-learned', u'fallback': u'Fast Company: I Built A Bot To Apply To Thousands Of Jobs At Onceâ€“Hereâ€™s What I Learned | Fast Company', u'service_icon': u'https://www.fastcompany.com/favicon.ico', u'id': 1}]",,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'+1', u'users': [u'U3NGA49SR']}]",,,,,,,,,,"<!channel> Interesting read here: <https://www.fastcompany.com/3069166/i-built-a-bot-to-apply-to-thousands-of-jobs-at-once-heres-what-i-learned>
Moral of the story: NETWORK!!! :smile:",,,"Monday, 27 March 2017",message,,,,U36C8HHU3,
310,"[{u'thumb_height': 250, u'thumb_url': u'https://avatars1.githubusercontent.com/u/17349883?v=3&s=400', u'thumb_width': 250, u'title': u'scikit-learn-contrib/imbalanced-learn', u'service_name': u'GitHub', u'title_link': u'https://github.com/scikit-learn-contrib/imbalanced-learn', u'text': u'imbalanced-learn - Python module to perform under sampling and over sampling with various techniques.', u'from_url': u'https://github.com/scikit-learn-contrib/imbalanced-learn', u'fallback': u'GitHub: scikit-learn-contrib/imbalanced-learn', u'service_icon': u'https://a.slack-edge.com/bfaba/img/unfurl_icons/github.png', u'id': 1}]",,,,,,,,,,,,,,,,,,,,"[{u'count': 5, u'name': u'+1', u'users': [u'U36C8HHU3', u'U3Q82DWV9', u'U3GD4QSGG', u'U3GEBV00H', u'U28SL7CLR']}]",,,,,,,,,,If anyone is doing any over or under-sampling with their models I found a pretty cool module someone wrote with several methods and documentation: <https://github.com/scikit-learn-contrib/imbalanced-learn>,,,"Monday, 27 March 2017",message,,,,U3ND5SKJ4,
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,or is it the new emacs,,,"Friday, 24 March 2017",message,,,,U3NGA49SR,
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,is excel the new vim?,,,"Friday, 24 March 2017",message,,,,U3HML0DHN,
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I don't know about you, but I won't have time to read that until a week from tomorrow.",,,"Friday, 24 March 2017",message,,,,U23AJNHEY,
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> <http://www.deepexcel.net/paper.pdf>,,,"Friday, 24 March 2017",message,,,,U1UCK7AAW,
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> Happy Friday! Please take a moment to tell us what's on your mind in the Weekly Survey. <https://docs.google.com/a/galvanize.com/forms/d/e/1FAIpQLSexvT7jLfdyliIVf0arEyk6xa5PB5v3wC8nBMk2qbL53ESgYA/viewform>,,,"Friday, 24 March 2017",message,,,,U3F1AHRHT,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yaaaaaaaas <@U3KA2HGDD> ,,,"Friday, 24 March 2017",message,,,,U26GKQDUJ,
317,,,,0,,"{u'reactions': [{u'count': 5, u'name': u'joy', u'users': [u'U1UC9NH9Q', u'U3H8AKK5K', u'U3NUVB29W', u'U3GD4QSGG', u'U36C8HHU3']}, {u'count': 4, u'name': u'woo-party', u'users': [u'U3GEBV00H', u'U3GPHKJR1', u'U3NUVB29W', u'U3F1AHRHT']}, {u'count': 3, u'name': u'fire', u'users': [u'U3NUVB29W', u'U3NCECYLR', u'U3NGA49SR']}, {u'count': 5, u'name': u'fireball', u'users': [u'U3NUVB29W', u'U3NGA49SR', u'U3KBWD3CY', u'U3H4FK351', u'U365TCNH3']}, {u'count': 1, u'name': u'open_mouth', u'users': [u'U3P1FCSTT']}, {u'count': 2, u'name': u'muscle', u'users': [u'U3QFYFMB8', u'U1VA45RE2']}, {u'count': 2, u'name': u'parrot_dealwithitparrot', u'users': [u'U1UC9NH9Q', u'U3F1AHRHT']}], u'filetype': u'mp4', u'channels': [], u'display_as_bot': False, u'id': u'F4PND8BL7', u'size': 33016570, u'title': u'Jeff on stage!!!', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F4PND8BL7/jeff_on_stage___.mp4', u'ims': [], u'external_type': u'', u'username': u'', u'timestamp': 1490320091, u'public_url_shared': False, u'editable': False, u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F4PND8BL7/download/jeff_on_stage___.mp4', u'user': u'U3H8AKK5K', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'MPEG 4 Video', u'is_external': False, u'mimetype': u'video/mp4', u'permalink_public': u'https://slack-files.com/T1T555TL0-F4PND8BL7-c132477a7b', u'permalink': u'https://gstudents.slack.com/files/alexwei772/F4PND8BL7/jeff_on_stage___.mp4', u'name': u'Jeff on stage!!!.mp4', u'created': 1490320091, u'comments_count': 0, u'mode': u'hosted'}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U3H8AKK5K|alexwei772> uploaded a file: <https://gstudents.slack.com/files/alexwei772/F4PND8BL7/jeff_on_stage___.mp4|Jeff on stage!!!>,,,"Friday, 24 March 2017",message,,1,,U3H8AKK5K,alexwei772
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> public speaking club starting now in the gU classroom 309,,,"Friday, 24 March 2017",message,,,,U1UC9NH9Q,
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6pm,,,"Friday, 24 March 2017",message,,,,U1UC9NH9Q,
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> public speaking club tonight meeting in room 309!,,,"Friday, 24 March 2017",message,,,,U1UC9NH9Q,
321,,,,0,,"{u'initial_comment': {u'comment': u'Exercises and tests for today's lesson.', u'created': 1490309925, u'timestamp': 1490309925, u'is_intro': True, u'user': u'U1UC9NH9Q', u'id': u'Fc4NTXTXA7', u'channel': u''}, u'filetype': u'zip', u'channels': [], u'display_as_bot': False, u'id': u'F4P0JA7V0', u'size': 5248, u'title': u'array_search.zip', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F4P0JA7V0/array_search.zip', u'ims': [], u'external_type': u'', u'username': u'', u'timestamp': 1490309925, u'public_url_shared': False, u'editable': False, u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F4P0JA7V0/download/array_search.zip', u'user': u'U1UC9NH9Q', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'Zip', u'is_external': False, u'mimetype': u'application/zip', u'permalink_public': u'https://slack-files.com/T1T555TL0-F4P0JA7V0-f2d0e90aa7', u'permalink': u'https://gstudents.slack.com/files/darren_reger/F4P0JA7V0/array_search.zip', u'name': u'array_search.zip', u'created': 1490309925, u'comments_count': 1, u'mode': u'hosted'}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U1UC9NH9Q|darren_reger> uploaded a file: <https://gstudents.slack.com/files/darren_reger/F4P0JA7V0/array_search.zip|array_search.zip> and commented: Exercises and tests for today's lesson.,,,"Thursday, 23 March 2017",message,,1,,U1UC9NH9Q,darren_reger
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It is the experience that youâ€™ll have after youâ€™ll graduate. Typically 3-4pm is a talk with Maryann/James which could be salary negotiation tactics, etcâ€¦ then 4-5pm is some sort of technical interview prep. In the case of today, we have a couple of search algorithms we want to implement from scratch where I have a set of unittests to work on to make sure they work. On the off weeks, we have a practice takehome and go over an approach to solving it and what weâ€™ll learn",,,"Thursday, 23 March 2017",message,,,,U1UC9NH9Q,
323,,,,,,,,,,,,,,,,,U365TCNH3,,,,,,,,,,,,,,yes!,1490304588,,"Thursday, 23 March 2017",message,,,,U3GEBV00H,
324,,,,,,,,,,,,,,,,,,,,,,"[{u'user': u'U3GEBV00H', u'ts': u'1490304949.968670'}]",1,,,,,,0,,"Hey Mary Ann! Sorry, can you remind us what this is? Mock interviews?",1490304588,,"Thursday, 23 March 2017",message,1,,,U365TCNH3,
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!channel> Hello, intrepid g35 students! Reminder that we have a careers meetup today from 3 - 5 pm in the theater in the basement! Come practice interviewing :slightly_smiling_face:",,,"Thursday, 23 March 2017",message,,,,U36C8HHU3,
326,"[{u'title': u'Crushed it! Landing a data science job', u'text': u'Data science interviews are the worst because data science is interdisciplinary: code for ""you have to know everything about all the disciplines."" Depending on the company and the team, your interview might look like a software developer's interview, or it might look a like a statistician's interview, and the bad news is that virtually none of the material overlaps. I recently spent a ton of time studying for interviews and I've got some hot tips to pass along if you're thinking about a move soon.', u'title_link': u'http://www.erinshellman.com/crushed-it-landing-a-data-science-job/', u'service_name': u'erinshellman.com', u'from_url': u'http://www.erinshellman.com/crushed-it-landing-a-data-science-job/', u'fallback': u'Crushed it! Landing a data science job', u'service_icon': u'http://www.erinshellman.com/blog/wp-content/uploads/2014/12/favicon.ico', u'id': 1}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Another article on 'finding a data science job': <http://www.erinshellman.com/crushed-it-landing-a-data-science-job/>,,,"Thursday, 23 March 2017",message,,,,U3KA2HGDD,
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Now,,,"Thursday, 23 March 2017",message,,,,U3PPCPC1K,
328,"[{u'title': u'LiveRamp | Identity Resolution Service &amp; Data Onboarding', u'service_name': u'LiveRamp', u'title_link': u'https://liveramp.com/', u'text': u'LiveRamp is an identity resolution provider offering data onboarding. We tie all of your marketing data back to real people across 1st, 2nd, or 3rd party digital and offline data silos.', u'from_url': u'https://liveramp.com/', u'fallback': u'LiveRamp: LiveRamp | Identity Resolution Service &amp; Data Onboarding', u'service_icon': u'https://40huuk1e5l5qxr2m59m9x88c-wpengine.netdna-ssl.com/wp-content/uploads/fbrfg/apple-touch-icon-57x57.png?v=YABO48QYQ6', u'id': 1}, {u'title': u'Statistically Significant Data Scientist', u'text': u'San Francisco, CA', u'title_link': u'https://boards.greenhouse.io/liveramp/jobs/253203?gh_src=fw1egk+#.WMnDFhIrLBJ', u'service_name': u'boards.greenhouse.io', u'from_url': u'https://boards.greenhouse.io/liveramp/jobs/253203?gh_src=fw1egk+#.WMnDFhIrLBJ', u'fallback': u'Statistically Significant Data Scientist', u'id': 2}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hiring Talk: LiveRamp <https://liveramp.com/>
Job: Statistically Significant Data Scientist <https://boards.greenhouse.io/liveramp/jobs/253203?gh_src=fw1egk+#.WMnDFhIrLBJ>
Who: Matt Hagy, Lead Data Scientist
When: Thurs. 3/23 12pm-1pm
Where: Classroom 311",,,"Thursday, 23 March 2017",message,,,,U3PPCPC1K,
